Wu, Yue and Miguel Hernandez-Lobato, Jose and Zoubin, Ghahramani	Dynamic Covariance Models for Multivariate Financial Time Series
Wulff, Sharon and Urner, Ruth and Ben-David, Shai	Monochromatic Bi-Clustering
Wulsin, Drausin and Fox, Emily and Litt, Brian	Parsing epileptic events using a Markov switching process model for correlated time series
Wytock, Matt and Kolter, Zico	Sparse Gaussian Conditional Random Fields: Algorithms, Theory, and Application to Energy Forecasting
Xiang, Shuo and Tong, Xiaoshen and Ye, Jieping	Efficient Sparse Group Feature Selection via Nonconvex Optimization
Xiao, Min and Guo, Yuhong	Domain Adaptation for Sequence Labeling Tasks with a Probabilistic Language Adaptation Model
Xu, Zhixiang and Kusner, Matt and Weinberger, Kilian and Chen, Minmin	Cost-Sensitive Tree of Classifiers
Xu, Minjie and Zhu, Jun and Zhang, Bo	Fast Max-Margin Matrix Factorization with Data Augmentation
Xu, Zhixiang and Kusner, Matt and Huang, Gao and Weinberger, Kilian	Anytime Representation Learning
Yang, Shuang-Hong and Zha, Hongyuan	Mixture of Mutually Exciting Processes for Viral Diffusion
Yang, Zhirong and Peltonen, Jaakko and Kaski, Samuel	Scalable Optimization of Neighbor Embedding for Visualization
Yang, Liu and Hanneke, Steve	Activized Learning with Uniform Classification Noise
Yang, Ming and Li, Yingming and Zhang (Zhejiang University), Zhongfei	Multi-Task Learning with Gaussian Matrix Generalized Inverse Gaussian Model
Yang, Wenzhuo and Xu, Huan	A Unified Robust Regression Model for Lasso-like Algorithms
Yang, Jiyan and Meng, Xiangrui and Mahoney, Michael	Quantile Regression for Large-scale Applications
Yi, Jinfeng and Zhang, Lijun and Jin, Rong and Qian, Qi and Jain, Anil	Semi-supervised Clustering by Input Pattern Assisted Pairwise Similarity Matrix Completion
Yoshii, Kazuyoshi and Tomioka, Ryota and Mochihashi, Daichi and Goto, Masataka	Infinite Positive Semidefinite Tensor Factorization for Source Separation of Mixture Signals
Yu, Yaoliang and Cheng, Hao and Schuurmans, Dale and Szepesvari, Csaba	Characterizing the Representer Theorem
Yu, Felix and Liu, Dong and Kumar, Sanjiv and Tony, Jebara and Chang, Shih-Fu	$\propto$SVM for Learning with Label Proportions
Yu Hui, Ka	Direct Modeling of Complex Invariances for Visual Object Features
Zemel, Rich and Wu, Yu and Swersky, Kevin and Pitassi, Toni and Dwork, Cynthia	Learning Fair Representations
Zhai, Ke and Boyd-Graber, Jordan	Online Latent {D}irichlet Allocation with Infinite Vocabulary
Zhang, Xiaowei and Chu, Delin	Sparse Uncorrelated Linear Discriminant Analysis
Zhang, Dan and He, Jingrui and Si, Luo and Lawrence, Richard	MILEAGE: Multiple Instance LEArning with Global Embedding
Zhang, Kai and Zheng, Vincent and Wang, Qiaojun and Kwok, James and Yang, Qiang and Marsic, Ivan	Covariate Shift in Hilbert Space: A Solution via Sorrogate Kernels
Zhang, Lijun and Yi, Jinfeng and Jin, Rong and Lin, Ming and He, Xiaofei	Online Kernel Learning with a Near Optimal Sparsity Bound
Zhang, Kun and Schlkopf, Bernhard and Muandet, Krikamol and Wang, Zhikun	Domain Adaptation under Target and Conditional Shift
Zhang, Lijun and Yang, Tianbao and Jin, Rong and He, Xiaofei	O(logT) Projections for Stochastic Optimization of Smooth and Strongly Convex Functions
Zhou, Ke and Zha, Hongyuan and Song, Le	Learning Triggering Kernels for Multi-dimensional Hawkes Processes
Zhu, Jun and Chen, Ning and Perkins, Hugh and Zhang, Bo	{G}ibbs Max-Margin Topic Models with Fast Sampling Algorithms
Zuluaga, Marcela and Sergent, Guillaume and Krause, Andreas and Püschel, Markus	Active Learning for Multi-Objective Optimization
Zweig, Alon and Weinshall, Daphna	Hierarchical Regularization Cascade for Joint Learning
